book_id;ISBN;title;pages;cover;book_genre;thumbnail;publisher;published_year;description;state
4182;9,78E+12;Counting Christmas;32;h;Juvenile Fiction;http://books.google.com/books/content?id=4f_TAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_D;2003;Join in the fun and count down to Christmas!;1
4183;9,78E+12;Who Wants a Cheap Rhinoceros?;64;h;Juvenile Fiction;http://books.google.com/books/content?id=70LqAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2002;Shel Silverstein Who wants a cheap Rhinoceros? Looking for a new pet? Bored with cats, dogs, goldfish, gerbils, and hamsters? How about a cheap rhinoceros? Shel Silverstein's loving look at the joys of rhino ownership may convince you to be the one lucky kid to take home this very, very unusual pet.;1
4184;9,78E+12;What a Scare, Jesse Bear;32;h;Juvenile Fiction;http://books.google.com/books/content?id=VGgCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2012;Jesse Bear has a wonderful time getting ready for Halloween. He loves carving pumpkins and trying on costumes. But when it comes time for trick-or-treating, Jesse gets scared. With his parents by his side, Jesse soon builds up the courage to put on his scary mask -- and even plays a trick of his own!;1
4185;9,78E+12;The House of the Scorpion;380;s;Young Adult Fiction;http://books.google.com/books/content?id=2gtCtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2004;This modern classic takes on an iron-fisted drug lord, clones bred for their organs, and what it means to be human. Winner of the National Book Award as well as Newbery and Printz Honors. Matteo Alacrán was not born, he was harvested. His DNA came from El Patrón, lord of a country called Opium—a strip of poppy fields lying between the United States and what was once called Mexico. Matt’s first cell split and divided inside a petri dish. Then he was placed in the womb of a cow, where he continued the miraculous journey from embryo to fetus to baby. He is a boy now, but most consider him a monster—except for El Patrón. El Patrón loves Matt as he loves himself, because Matt is himself. As Matt struggles to understand his existence, he is threatened by a sinister cast of characters, including El Patrón’s power-hungry family, and he is surrounded by a dangerous army of bodyguards. Escape is the only chance Matt has to survive. But escape from the Alacrán Estate is no guarantee of freedom, b;1
4186;9,78E+12;Dragondrums;243;s;Juvenile Fiction;http://books.google.com/books/content?id=sBbR4jhAJG8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_E;2003;Award-winning fantasy author Anne McCaffrey returns with her bestselling Harper Hall Trilogy, wonder-filled imaginative classics now available in digest format.;1
4187;9,78E+12;Dragonsinger;288;h;Juvenile Fiction;http://books.google.com/books/content?id=IiLlZh6U5tAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_H;2003;Menolly flees her home, because she is not permitted to make music there, and is taken by the Masterharper himself to Harpershall, where she learns that only her own self-doubt stands in her way.;3
4188;9,78E+12;Moo, Baa, la la La!;14;h;Animal sounds;http://books.google.com/books/content?id=Gz40AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;2004;Children will love joining in and imitating the animal noises and sounds in this big, bold board book format, illustrated with Sandra Boynton's seriously silly signature animals.;1
4189;9,78E+12;The Octopus;64;h;Juvenile Fiction;http://books.google.com/books/content?id=8B8-CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_G;2005;Whistler and Lila, two of the mice children who live in a lighthouse, meet a young octopus when they visit the beach during low tide.;1
4190;9,78E+12;The Eagle;64;s;Juvenile Fiction;http://books.google.com/books/content?id=cxC9XoIu7sQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_J;2005;Two mice that live in a lighthouse along with a dog, a cat, and another mouse, lose their compass while exploring the forest, and learn to use their instincts before being rescued by an eagle.;1
4191;9,78E+12;Rash;256;h;Juvenile Fiction;http://books.google.com/books/content?id=JMRcoWAp_ewC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_B;2006;"In a future society that has decided it would ""rather be safe than free,"" sixteen-year-old Bo's anger control problems land him in a tundra jail where he survives with the help of his running skills and an artificial intelligence program named Bork.";1
4192;9,78E+12;The Children's Homer;256;h;Juvenile Fiction;http://books.google.com/books/content?id=_ySymvznW8oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_J;2004;Publishers WeeklyColum's stirring telling of the Greek epics is unequaled as an introduction to the classic myths for young readers.;1
4193;9,78E+12;Invisible;160;h;Juvenile Fiction;http://books.google.com/books/content?id=-uZWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2006;You could say that my railroad, the Madham Line, is almost the most important thing in my life. Next to Andy Morrow, my best friend. Lots of people think Doug Hanson is a freak -- he gets beat up after school, and the girl of his dreams calls him a worm. Doug's only refuge is creating an elaborate bridge for the model railroad in his basement and hanging out with his best friend, Andy Morrow, a popular football star who could date any girl in school. Doug and Andy talk about everything -- except what happened at the Tuttle place a few years back. It does not matter to Andy that we live in completely different realities. I'm Andy's best friend. It does not matter to Andy that we hardly ever actually do anything together. As Doug retreats deeper and deeper into his own reality, long-buried secrets threaten to destroy both Doug and Andy -- and everything else in Doug's fragile world.;1
4194;9,78E+12;Beatrice's Goat;40;h;Juvenile Nonfiction;http://books.google.com/books/content?id=4MNEDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_H;2004;In this story based on a case from Project Heifer, a young girl's dream of attending school in her small Ugandan village is fulfilled after her family is given an income-producing goat.;1
4195;9,78E+12;Michael's Golden Rules;32;h;Juvenile Fiction;http://books.google.com/books/content?id=dwsUbrl_ub8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_B;2007;Jonathan's friend Michael, Michael's parents, and Jonathan's family help him do his best in the Badgers' big baseball game.;1
4196;9,78E+12;Amelia's 6th-Grade Notebook;80;s;Juvenile Fiction;http://books.google.com/books/content?id=SpSMovFNmOwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_C;2005;Problems arise for Amelia when she starts sixth grade at the same middle school where her older sister Cleo is an eighth-grader, and she gets the school's meanest teacher for three of her classes.;1
4197;9,78E+12;The Au Pairs;294;h;Juvenile Fiction;http://books.google.com/books/content?id=ydhKP0xSPc4C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;2005;Three girls with three agendas and the ultimate destination: the Hamptons. Summer in the city? Way overrated. Everybody who's anybody in New York City summers in the Hamptons. Mara, Eliza, and Jacqui all want a piece of the action, all for different reasons. So the girls answer a classified ad to become au pairs. How bad can it be, watching a couple of kids on the beach all day? They've got the swank address, the sweet ride, and an all-access pass to the hottest social scene on the East Coast. It's shaping up to be the summer of their lives.;1
4198;9,78E+12;I Love Saturdays y domingos;32;s;Juvenile Fiction;http://books.google.com/books/content?id=7NgEbt2Ds5kC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2004;Saturdays and Sundays are very special days for the child in this story. On Saturdays, she visits Grandma and Grandpa, who come from a European-American background, and on Sundays -- los domingos -- she visits Abuelito y Abuelita, who are Mexican-American. While the two sets of grandparents are different in many ways, they also have a great deal in common -- in particular, their love for their granddaughter. While we follow our narrator to the circus and the pier, share stories from her grandparents' pasts, and celebrate her birthday, the depth and joy of both cultures are conveyed in Spanish and English. This affirmation of both heritages will speak to all children who want to know more about their own families and ethnic backgrounds.;1
